order_id,customer_id,restaurant_id,order_date,city,order_amount,discount_amount,delivery_fee,payment_mode,order_status,delivery_time_min,food_cost,delivery_cost
2464,242,13,2025-09-14,Chennai,1034,20,20,UPI,Delivered,57,403.61,69
2465,74,12,2025-03-31,Pune,1330,20,30,Cash,Delivered,49,557.84,81
2466,444,13,2025-07-03,Mumbai,518,150,40,UPI,Delivered,32,193.25,132
2467,385,29,2025-11-06,Bangalore,1335,50,20,Card,Delivered,21,702.39,71
2468,178,50,2025-06-10,Bangalore,1566,0,30,Cash,Cancelled,24,612.59,122
2469,272,1,2025-08-12,Chennai,1412,20,40,UPI,Delivered,46,690.65,45
2470,307,34,2025-05-04,Bangalore,1754,100,20,Card,Delivered,19,624.31,78
2471,53,46,2025-06-18,Mumbai,1473,50,30,Cash,Delivered,54,638.15,137
2472,65,49,2025-02-18,Hyderabad,1760,150,40,Cash,Cancelled,50,796.4,98
2473,148,9,2025-10-09,Mumbai,1700,200,20,Card,Delivered,56,811.72,111
2474,475,2,2025-07-17,Bangalore,1449,20,30,Cash,Cancelled,50,739.89,43
2475,345,36,2025-10-27,Chennai,665,100,20,Card,Delivered,29,369.72,119
2476,372,17,2025-05-03,Delhi,1671,100,50,UPI,Delivered,36,815.68,84
2477,469,38,2025-10-20,Mumbai,1209,50,40,UPI,Delivered,26,597.22,134
2478,1,28,2025-10-18,Hyderabad,1058,150,20,Cash,Delivered,24,507.79,142
2479,279,25,2025-02-04,Mumbai,1078,0,20,Wallet,Delivered,41,501.19,69
2480,232,24,2025-08-16,Pune,1748,50,20,UPI,Cancelled,35,674.69,93
2481,48,43,2025-10-14,Bangalore,656,100,20,Cash,Delivered,23,288.27,121
2482,11,13,2025-09-03,Delhi,1248,50,50,Card,Cancelled,33,520.84,98
2483,397,21,2025-01-05,Hyderabad,1221,20,40,Card,Delivered,24,702.37,62
2484,109,1,2025-01-17,Bangalore,817,150,40,UPI,Cancelled,60,311.69,54
2485,369,16,2025-07-23,Pune,877,50,20,Cash,Delivered,35,407.48,148
2486,490,25,2025-03-31,Mumbai,1397,0,50,Wallet,Delivered,25,585.88,87
2487,232,49,2025-04-20,Pune,325,20,30,Card,Delivered,58,162.48,85
2488,93,21,2025-11-24,Chennai,655,0,30,Wallet,Delivered,17,275.02,146
2489,72,26,2025-04-05,Pune,1439,100,20,Wallet,Delivered,21,678.26,60
2490,308,2,2025-06-04,Mumbai,484,20,20,Wallet,Cancelled,49,281.64,62
2491,464,44,2025-05-04,Delhi,444,50,30,Wallet,Cancelled,53,178.7,149
2492,428,15,2025-03-06,Pune,210,100,40,UPI,Delivered,22,117.55,115
2493,81,20,2025-09-30,Mumbai,1224,0,40,UPI,Delivered,24,442.2,52
2494,344,7,2025-10-23,Delhi,1398,0,30,Card,Delivered,38,705.64,102
2495,310,39,2025-02-01,Pune,1197,0,20,UPI,Delivered,26,631.04,122
2496,175,25,2025-03-16,Bangalore,1081,0,30,Cash,Cancelled,60,572.37,75
2497,359,33,2025-07-08,Mumbai,1208,0,40,Cash,Delivered,43,597.77,119
2498,416,1,2025-05-27,Mumbai,492,20,40,Card,Delivered,29,182.39,89
2499,334,30,2025-10-01,Hyderabad,1485,100,20,Cash,Delivered,39,627.27,133
2500,148,1,2025-03-02,Mumbai,701,100,40,Cash,Delivered,58,353.0,53
2501,472,29,2025-09-13,Pune,364,200,50,Wallet,Cancelled,36,132.72,62
2502,338,49,2025-08-03,Bangalore,1164,200,20,Card,Delivered,51,454.0,51
2503,421,21,2025-09-02,Chennai,1634,200,20,Wallet,Delivered,54,596.36,56
2504,126,8,2025-07-20,Chennai,341,200,50,Wallet,Delivered,39,172.99,101
2505,324,22,2025-05-06,Hyderabad,1075,20,30,Card,Delivered,58,506.94,109
2506,183,5,2025-03-12,Chennai,1399,20,50,Cash,Delivered,41,566.83,103
2507,43,10,2025-11-07,Mumbai,370,50,40,Card,Delivered,17,132.17,135
2508,126,50,2025-05-06,Chennai,1128,50,30,Card,Delivered,28,435.18,95
2509,177,41,2025-09-15,Delhi,1427,200,50,Wallet,Delivered,23,845.82,136
2510,494,17,2025-02-22,Hyderabad,1296,200,50,Card,Cancelled,41,564.57,49
2511,452,34,2025-03-13,Pune,898,20,20,UPI,Delivered,32,464.11,43
2512,418,11,2025-12-25,Bangalore,994,50,50,Wallet,Delivered,26,455.02,150
2513,407,5,2025-03-15,Bangalore,651,50,50,Card,Delivered,35,381.33,68
2514,493,24,2025-12-11,Delhi,709,100,50,Cash,Cancelled,54,331.33,92
2515,134,33,2025-05-31,Hyderabad,1283,100,50,Card,Delivered,32,710.19,113
2516,148,8,2025-01-12,Mumbai,1650,50,40,Wallet,Delivered,35,579.9,92
2517,297,27,2025-06-17,Hyderabad,465,150,50,Cash,Delivered,24,257.89,46
2518,444,49,2025-08-18,Mumbai,1063,20,50,Wallet,Delivered,53,623.09,134
2519,164,40,2025-08-14,Mumbai,1638,0,30,Cash,Delivered,23,603.17,113
2520,57,43,2025-07-10,Hyderabad,816,100,20,Card,Delivered,27,345.31,103
2521,237,45,2025-12-09,Delhi,1326,200,20,Cash,Delivered,46,703.79,99
2522,440,8,2025-09-24,Delhi,480,50,40,UPI,Cancelled,16,192.43,123
2523,313,6,2025-05-30,Bangalore,1284,20,50,Card,Delivered,27,592.15,133
2524,451,4,2025-10-18,Bangalore,519,200,40,Cash,Delivered,60,301.35,102
2525,205,29,2025-01-07,Pune,1768,200,50,Card,Cancelled,55,715.91,57
2526,435,13,2025-01-03,Chennai,1265,100,20,UPI,Delivered,24,451.31,147
2527,26,34,2025-05-30,Chennai,1674,200,40,Card,Cancelled,31,909.5,109
2528,105,28,2025-08-20,Hyderabad,619,20,50,UPI,Delivered,59,300.25,91
2529,256,41,2025-02-13,Pune,1682,200,30,Wallet,Delivered,36,857.87,72
2530,311,39,2025-03-10,Hyderabad,785,100,20,Cash,Cancelled,32,386.27,146
2531,27,10,2025-05-14,Pune,432,20,40,UPI,Delivered,38,156.59,123
2532,497,7,2025-06-19,Bangalore,201,0,40,Wallet,Delivered,45,87.69,107
2533,367,42,2025-01-31,Pune,1615,200,20,Card,Delivered,33,668.32,48
2534,32,18,2025-05-04,Mumbai,777,0,20,Cash,Cancelled,39,445.54,83
2535,39,22,2025-04-08,Bangalore,1607,20,20,Cash,Delivered,45,687.11,80
2536,181,13,2025-01-22,Pune,1235,0,20,UPI,Cancelled,48,719.82,88
2537,145,32,2025-08-19,Mumbai,1116,0,40,UPI,Delivered,53,400.98,99
2538,405,26,2025-11-07,Delhi,1545,0,30,Wallet,Delivered,42,576.83,86
2539,265,34,2025-08-05,Chennai,997,100,20,UPI,Cancelled,39,458.26,114
2540,377,13,2025-12-06,Delhi,1659,150,30,Card,Cancelled,19,778.27,45
2541,369,22,2025-10-02,Pune,857,0,30,Cash,Delivered,31,376.34,109
2542,35,28,2025-06-17,Bangalore,1404,50,50,Card,Delivered,30,619.43,70
2543,127,38,2025-09-18,Bangalore,1384,200,30,Cash,Delivered,39,622.86,58
2544,49,31,2025-06-21,Bangalore,1158,200,20,UPI,Delivered,49,641.06,94
2545,220,39,2025-04-17,Delhi,1322,100,20,Card,Delivered,24,723.36,83
2546,105,12,2025-09-03,Hyderabad,522,100,50,Wallet,Delivered,31,224.02,121
2547,190,4,2025-03-26,Bangalore,1712,200,40,Card,Delivered,34,781.73,70
2548,3,13,2025-01-04,Hyderabad,1314,100,50,Card,Delivered,55,609.92,146
2549,115,11,2025-09-05,Delhi,1337,200,50,Wallet,Cancelled,22,508.35,137
2550,257,21,2025-03-07,Bangalore,799,20,50,Wallet,Delivered,15,435.5,47
2551,5,10,2025-02-07,Pune,1106,0,20,Card,Delivered,24,440.59,126
2552,149,44,2025-01-27,Delhi,1201,20,40,Wallet,Cancelled,45,448.55,119
2553,428,8,2025-12-14,Pune,1657,100,50,UPI,Cancelled,38,873.97,95
2554,180,26,2025-08-22,Hyderabad,1780,100,50,Cash,Delivered,53,894.18,127
2555,194,13,2025-05-28,Bangalore,1273,20,40,UPI,Delivered,54,672.59,59
2556,83,44,2025-07-14,Mumbai,776,20,40,Card,Cancelled,54,310.46,128
2557,94,38,2025-02-08,Hyderabad,460,0,40,Card,Delivered,44,163.44,128
2558,146,16,2025-08-04,Delhi,1179,200,20,UPI,Delivered,46,645.09,115
2559,59,3,2025-12-26,Hyderabad,369,50,20,UPI,Delivered,40,194.54,59
2560,215,33,2025-01-17,Delhi,218,0,30,Wallet,Delivered,50,107.46,66
2561,343,22,2025-11-03,Delhi,735,100,50,Card,Delivered,35,310.36,104
2562,366,32,2025-02-15,Delhi,623,50,30,UPI,Delivered,51,280.8,112
2563,47,16,2025-12-30,Hyderabad,716,100,50,Wallet,Delivered,58,399.48,143
2564,80,6,2025-09-11,Pune,246,20,30,Wallet,Cancelled,38,95.09,106
2565,73,35,2025-06-20,Chennai,835,100,40,Card,Cancelled,57,319.08,40
2566,21,48,2025-12-12,Bangalore,270,200,30,UPI,Cancelled,57,97.85,78
2567,342,2,2025-06-13,Mumbai,1728,100,20,UPI,Delivered,32,694.86,58
2568,254,42,2025-04-14,Delhi,434,100,20,Card,Delivered,35,249.4,148
2569,336,39,2025-12-31,Mumbai,644,100,30,UPI,Delivered,18,234.56,44
2570,302,39,2025-10-29,Mumbai,307,150,30,UPI,Cancelled,48,116.2,40
2571,415,3,2025-03-30,Hyderabad,834,150,30,Cash,Delivered,19,361.77,116
2572,388,44,2025-01-26,Chennai,568,150,30,UPI,Delivered,60,230.13,96
2573,214,16,2025-08-02,Delhi,1069,0,50,Card,Delivered,47,584.98,50
2574,72,41,2025-08-08,Pune,480,200,20,Cash,Delivered,44,275.3,72
2575,394,23,2025-04-23,Pune,1137,0,20,UPI,Delivered,37,591.49,67
2576,346,16,2025-01-05,Chennai,1796,200,50,Wallet,Delivered,53,829.69,104
2577,149,36,2025-10-27,Delhi,485,0,20,Cash,Delivered,57,220.94,69
2578,243,23,2025-11-28,Pune,1035,200,20,UPI,Cancelled,46,472.77,128
2579,444,32,2025-09-03,Mumbai,401,150,50,Card,Delivered,41,233.27,95
2580,279,43,2025-07-03,Mumbai,1277,200,20,UPI,Cancelled,55,498.5,91
2581,89,12,2025-08-06,Delhi,1412,20,50,Wallet,Cancelled,47,787.47,105
2582,6,45,2025-04-10,Chennai,1367,200,50,Wallet,Delivered,40,816.62,81
2583,87,42,2025-11-05,Delhi,583,150,20,Wallet,Delivered,52,289.13,143
2584,163,7,2025-03-11,Hyderabad,1358,150,40,Cash,Cancelled,45,633.12,95
2585,166,25,2025-06-01,Hyderabad,1435,100,20,Card,Delivered,49,511.09,43
2586,474,19,2025-03-05,Delhi,348,200,50,UPI,Cancelled,36,163.81,114
2587,97,9,2025-10-30,Bangalore,1370,0,40,Wallet,Delivered,20,662.53,96
2588,42,20,2025-09-27,Delhi,1527,0,50,UPI,Delivered,56,672.29,45
2589,3,12,2025-05-15,Hyderabad,1671,150,40,Card,Cancelled,50,933.78,102
2590,179,4,2025-11-17,Chennai,1509,100,30,UPI,Delivered,52,602.16,55
2591,53,22,2025-11-21,Mumbai,1697,20,20,UPI,Cancelled,55,609.28,75
2592,88,26,2025-12-05,Chennai,1370,0,40,Card,Delivered,25,557.27,64
2593,209,8,2025-11-21,Hyderabad,1438,20,20,Wallet,Delivered,17,508.2,103
2594,328,9,2025-05-14,Mumbai,600,0,30,Wallet,Cancelled,23,248.93,143
2595,294,16,2025-08-29,Hyderabad,1124,50,40,UPI,Delivered,46,641.84,128
2596,48,20,2025-07-20,Bangalore,1514,50,40,Wallet,Cancelled,31,548.71,88
2597,278,24,2025-11-27,Mumbai,1209,20,40,Cash,Delivered,29,500.04,132
2598,34,42,2025-08-08,Hyderabad,774,100,50,Cash,Delivered,57,415.55,74
2599,260,36,2025-04-28,Bangalore,606,50,40,Wallet,Delivered,41,338.17,67
2600,223,34,2025-06-10,Mumbai,1002,50,30,Card,Delivered,57,553.96,100
2601,187,1,2025-09-18,Chennai,1274,100,40,Card,Delivered,56,576.01,142
2602,313,43,2025-11-29,Bangalore,1348,20,40,Cash,Delivered,42,807.73,128
2603,173,23,2025-01-13,Bangalore,1296,0,40,Cash,Delivered,38,775.83,44
2604,306,18,2025-07-25,Delhi,558,150,50,Card,Delivered,18,259.18,75
2605,89,49,2025-04-11,Delhi,1752,150,20,Wallet,Cancelled,29,1013.83,102
2606,465,21,2025-05-19,Hyderabad,490,150,40,UPI,Delivered,50,284.86,48
2607,216,36,2025-06-29,Pune,482,50,20,Cash,Delivered,58,184.68,129
2608,326,22,2025-01-12,Pune,209,50,30,UPI,Delivered,28,91.09,48
2609,72,17,2025-12-17,Pune,1150,150,30,Card,Cancelled,54,649.31,137
2610,170,47,2025-02-21,Mumbai,585,0,20,Card,Delivered,57,256.32,43
2611,141,23,2025-04-05,Mumbai,541,100,50,Cash,Delivered,50,248.07,126
2612,195,23,2025-02-26,Pune,575,200,20,Cash,Cancelled,29,277.23,110
2613,367,23,2025-05-30,Pune,1586,50,40,UPI,Delivered,55,855.09,45
2614,409,6,2025-10-27,Bangalore,1436,200,30,Cash,Delivered,20,673.71,78
2615,177,49,2025-12-17,Delhi,932,50,30,Wallet,Delivered,41,357.82,63
2616,279,30,2025-04-13,Mumbai,420,100,30,Wallet,Delivered,39,157.02,147
2617,72,21,2025-09-01,Pune,377,200,40,Wallet,Delivered,42,156.2,52
2618,89,2,2025-09-21,Delhi,1742,100,40,UPI,Cancelled,40,679.29,115
2619,319,37,2025-04-30,Delhi,321,100,20,Wallet,Delivered,16,175.76,70
2620,473,22,2025-02-07,Bangalore,1466,150,50,Wallet,Delivered,34,636.09,131
2621,169,38,2025-10-04,Delhi,1676,150,30,Card,Cancelled,43,681.95,142
2622,52,18,2025-04-28,Bangalore,554,20,20,Cash,Delivered,20,284.97,123
2623,78,24,2025-11-08,Chennai,317,20,30,Wallet,Delivered,38,114.61,126
2624,75,47,2025-05-02,Delhi,1332,20,20,Card,Delivered,23,623.17,138
2625,190,30,2025-04-05,Bangalore,1104,100,20,UPI,Delivered,33,549.37,135
2626,147,13,2025-02-13,Bangalore,1487,50,30,Cash,Delivered,42,848.68,87
2627,116,44,2025-12-01,Bangalore,373,0,30,Wallet,Cancelled,22,193.79,53
2628,165,10,2025-12-16,Mumbai,232,100,20,Wallet,Delivered,39,133.59,83
2629,415,14,2025-03-24,Hyderabad,331,100,20,Wallet,Delivered,58,166.69,135
2630,28,32,2025-04-28,Bangalore,1697,150,30,Card,Delivered,52,827.26,90
2631,291,29,2025-04-22,Mumbai,354,50,50,Wallet,Cancelled,22,192.3,85
2632,71,44,2025-08-20,Bangalore,1356,150,50,UPI,Cancelled,56,573.59,148
2633,305,47,2025-02-11,Chennai,1716,150,40,Card,Delivered,31,718.22,46
2634,6,9,2025-11-27,Chennai,563,0,50,Card,Cancelled,50,283.32,67
2635,382,23,2025-01-29,Delhi,834,200,30,Cash,Cancelled,43,450.62,46
2636,122,18,2025-01-05,Pune,1528,0,30,Cash,Cancelled,58,798.29,126
2637,179,5,2025-10-02,Chennai,809,200,30,Card,Cancelled,49,385.28,45
2638,39,43,2025-03-09,Bangalore,698,150,50,Card,Delivered,18,396.35,80
2639,52,18,2025-07-12,Bangalore,699,20,20,UPI,Delivered,25,270.67,52
2640,121,36,2025-03-28,Delhi,1296,200,40,Card,Delivered,17,703.39,134
2641,101,5,2025-12-11,Pune,1603,200,50,UPI,Cancelled,29,727.5,41
2642,122,44,2025-12-08,Pune,1300,150,20,Wallet,Delivered,39,650.08,99
2643,384,46,2025-06-06,Chennai,1245,150,50,Wallet,Cancelled,26,450.12,42
2644,182,17,2025-12-24,Mumbai,465,0,20,UPI,Cancelled,15,215.85,95
2645,124,24,2025-01-15,Delhi,750,150,40,UPI,Delivered,28,348.52,107
2646,191,50,2025-10-27,Pune,365,0,20,Cash,Delivered,38,151.43,86
2647,216,10,2025-11-12,Pune,1440,100,50,Cash,Delivered,39,800.17,116
2648,96,32,2025-02-10,Delhi,1128,100,30,Wallet,Cancelled,58,623.47,128
2649,387,33,2025-08-01,Delhi,1583,150,30,Wallet,Delivered,52,694.29,53
2650,69,49,2025-07-15,Chennai,1719,100,50,Card,Delivered,38,757.85,66
2651,235,35,2025-09-26,Pune,401,20,50,Cash,Delivered,25,213.48,67
2652,352,49,2025-05-28,Mumbai,1542,200,50,UPI,Delivered,34,843.27,88
2653,91,14,2025-04-22,Chennai,1212,100,20,Cash,Delivered,19,668.28,93
2654,399,20,2025-03-31,Bangalore,398,200,20,Cash,Delivered,33,190.18,54
2655,308,48,2025-08-04,Mumbai,1012,150,30,Wallet,Delivered,45,361.08,72
2656,199,35,2025-10-17,Chennai,841,100,50,Wallet,Delivered,28,373.7,111
2657,400,2,2025-05-23,Mumbai,673,0,30,Wallet,Delivered,40,358.19,128
2658,432,37,2025-04-03,Mumbai,361,50,30,UPI,Delivered,45,210.74,89
2659,169,18,2025-02-02,Delhi,1425,20,20,Cash,Delivered,39,763.38,127
2660,75,6,2025-10-06,Delhi,1385,0,50,Card,Delivered,47,539.07,101
2661,64,2,2025-02-14,Bangalore,1262,20,20,Wallet,Cancelled,56,458.56,145
2662,246,29,2025-09-27,Pune,885,200,40,Wallet,Delivered,52,445.66,119
2663,308,11,2025-03-11,Mumbai,316,50,20,Wallet,Delivered,22,132.65,149
2664,210,23,2025-09-22,Pune,887,100,20,UPI,Delivered,42,327.52,67
2665,324,21,2025-07-28,Hyderabad,1602,200,30,UPI,Cancelled,27,892.75,61
2666,306,23,2025-08-18,Delhi,1144,50,30,Wallet,Delivered,41,571.05,117
2667,211,36,2025-09-17,Chennai,646,100,20,UPI,Delivered,48,363.85,130
2668,303,38,2025-01-28,Pune,1527,150,50,Card,Delivered,22,825.96,122
2669,422,5,2025-08-07,Chennai,226,100,50,Cash,Delivered,58,118.4,54
2670,200,13,2025-08-04,Mumbai,654,200,20,Card,Delivered,45,329.28,107
2671,169,3,2025-01-24,Delhi,748,150,40,UPI,Delivered,45,387.57,116
2672,183,24,2025-09-22,Chennai,1735,50,40,Card,Delivered,59,789.9,145
2673,445,39,2025-10-28,Pune,680,200,20,Card,Cancelled,32,407.86,67
2674,310,10,2025-06-14,Pune,1494,20,40,UPI,Cancelled,32,548.95,116
2675,359,21,2025-10-13,Mumbai,1715,20,20,Cash,Cancelled,41,985.28,53
2676,420,46,2025-04-07,Bangalore,1640,20,50,UPI,Delivered,59,796.22,69
2677,293,23,2025-05-13,Hyderabad,1425,50,20,Card,Delivered,35,582.02,80
2678,200,39,2025-05-05,Mumbai,645,0,20,Wallet,Cancelled,48,332.41,83
2679,397,42,2025-10-28,Hyderabad,1473,0,50,Cash,Delivered,52,713.81,57
2680,323,3,2025-10-15,Bangalore,768,200,30,UPI,Cancelled,45,390.92,64
2681,169,27,2025-07-25,Delhi,1532,0,20,UPI,Delivered,28,905.03,100
2682,99,2,2025-09-02,Delhi,1078,100,30,UPI,Cancelled,57,438.3,77
2683,500,12,2025-06-06,Chennai,222,200,30,Card,Delivered,32,82.92,118
2684,269,4,2025-07-30,Mumbai,1678,20,30,Card,Delivered,42,718.47,41
2685,49,42,2025-06-08,Bangalore,1314,0,40,Cash,Delivered,33,709.82,110
2686,447,43,2025-12-09,Chennai,754,20,20,Card,Delivered,30,416.3,136
2687,189,39,2025-06-07,Mumbai,214,200,50,Wallet,Delivered,59,122.75,51
2688,61,33,2025-08-07,Bangalore,1568,200,20,Cash,Cancelled,32,551.96,142
2689,295,20,2025-09-11,Mumbai,783,0,40,Card,Delivered,27,365.55,80
2690,160,20,2025-06-16,Chennai,1503,20,20,UPI,Delivered,39,849.22,125
2691,462,2,2025-11-26,Hyderabad,1797,0,30,Cash,Cancelled,35,905.91,63
2692,384,12,2025-01-19,Chennai,1383,150,30,Card,Cancelled,39,729.92,95
2693,299,39,2025-03-30,Hyderabad,1559,100,30,Cash,Delivered,29,755.05,51
2694,292,5,2025-11-17,Delhi,712,0,30,UPI,Delivered,34,271.77,123
2695,324,1,2025-07-13,Hyderabad,504,50,50,Card,Delivered,32,228.07,65
2696,413,34,2025-10-03,Hyderabad,814,200,30,Card,Delivered,28,381.08,53
2697,481,25,2025-08-12,Delhi,1710,150,40,UPI,Cancelled,38,945.6,62
2698,146,36,2025-04-01,Delhi,710,200,50,Card,Delivered,36,252.2,74
2699,105,37,2025-06-27,Hyderabad,896,0,30,Cash,Delivered,45,502.55,150
2700,5,28,2025-11-06,Pune,709,150,50,Cash,Delivered,28,305.35,52
2701,430,22,2025-01-23,Delhi,1163,100,40,Wallet,Delivered,50,559.12,40
2702,20,38,2025-06-24,Mumbai,1760,150,40,Card,Cancelled,28,1027.21,76
2703,379,42,2025-07-25,Hyderabad,1694,150,50,Wallet,Cancelled,43,842.36,118
2704,297,2,2025-07-29,Hyderabad,728,100,20,Wallet,Delivered,42,361.13,50
2705,434,29,2025-02-12,Hyderabad,734,150,20,UPI,Delivered,48,304.74,131
2706,478,22,2025-07-20,Hyderabad,1117,0,50,Cash,Cancelled,42,594.21,40
2707,335,35,2025-09-16,Bangalore,893,0,50,UPI,Delivered,39,422.25,77
2708,134,44,2025-04-03,Hyderabad,1352,200,30,Cash,Delivered,38,679.62,121
2709,223,21,2025-01-10,Mumbai,1378,150,40,Cash,Delivered,56,597.75,92
2710,210,15,2025-09-06,Pune,1648,150,40,Cash,Delivered,23,916.63,135
2711,462,36,2025-08-11,Hyderabad,741,20,20,Wallet,Delivered,36,407.83,55
2712,154,22,2025-01-29,Bangalore,268,20,30,Cash,Cancelled,42,143.69,136
2713,193,5,2025-11-19,Chennai,816,150,50,Card,Delivered,51,335.48,135
2714,209,43,2025-07-17,Hyderabad,1345,0,30,Cash,Delivered,29,477.12,147
2715,44,49,2025-03-14,Mumbai,244,0,50,Wallet,Delivered,20,144.38,118
2716,333,49,2025-05-31,Pune,626,0,40,Card,Cancelled,44,273.92,88
2717,389,14,2025-07-18,Delhi,1172,0,40,Wallet,Delivered,18,687.19,135
2718,217,20,2025-12-15,Bangalore,641,50,40,Card,Delivered,40,305.86,116
2719,194,46,2025-05-06,Bangalore,1730,200,30,UPI,Delivered,58,1022.0,65
2720,114,44,2025-08-04,Delhi,959,100,20,Wallet,Delivered,43,547.3,147
2721,64,18,2025-07-02,Bangalore,1114,50,50,Wallet,Cancelled,26,577.94,57
2722,199,29,2025-10-03,Chennai,701,100,40,UPI,Cancelled,46,291.79,103
2723,495,40,2025-05-20,Pune,1783,50,40,Card,Delivered,47,941.81,57
2724,301,29,2025-08-24,Hyderabad,925,20,40,UPI,Delivered,45,413.77,93
2725,286,2,2025-05-16,Chennai,1173,50,30,UPI,Cancelled,41,547.57,50
2726,158,23,2025-04-13,Pune,1422,100,40,UPI,Delivered,35,765.88,138
2727,107,4,2025-11-15,Bangalore,1534,20,20,UPI,Delivered,51,863.3,134
2728,18,26,2025-07-02,Bangalore,1037,50,30,Card,Delivered,31,451.98,107
2729,491,43,2025-08-05,Pune,883,200,40,Card,Delivered,26,510.77,150
2730,347,28,2025-01-17,Chennai,466,100,20,UPI,Delivered,44,166.47,113
2731,378,4,2025-05-06,Chennai,361,0,40,Cash,Cancelled,19,133.45,128
2732,392,37,2025-10-30,Delhi,1424,150,50,Cash,Delivered,20,693.35,127
2733,455,14,2025-08-18,Bangalore,851,150,40,Wallet,Cancelled,19,364.22,79
2734,241,6,2025-09-19,Delhi,1118,100,50,Wallet,Delivered,32,592.69,133
2735,299,43,2025-11-30,Hyderabad,1042,100,50,Card,Delivered,38,550.18,87
2736,207,38,2025-07-11,Chennai,902,150,20,UPI,Delivered,60,352.7,69
2737,355,47,2025-04-03,Delhi,674,0,30,Wallet,Cancelled,33,380.03,80
2738,143,16,2025-11-16,Mumbai,1185,200,50,Card,Delivered,19,489.81,85
2739,35,35,2025-07-18,Bangalore,642,0,50,UPI,Delivered,46,274.06,71
2740,110,6,2025-05-10,Pune,1330,150,50,Cash,Delivered,31,616.86,150
2741,155,13,2025-06-17,Chennai,462,0,40,Cash,Delivered,16,269.12,135
2742,448,47,2025-04-26,Delhi,1576,20,50,Card,Delivered,20,763.28,135
2743,350,27,2025-06-08,Chennai,1632,100,50,Wallet,Delivered,21,654.35,66
2744,471,33,2025-12-12,Bangalore,950,0,30,UPI,Delivered,37,454.6,65
2745,137,35,2025-02-10,Chennai,1056,50,40,Card,Delivered,55,413.9,55
2746,251,21,2025-06-25,Mumbai,1327,150,20,Cash,Delivered,25,786.62,110
2747,193,34,2025-02-26,Chennai,876,50,50,Wallet,Delivered,54,345.54,108
2748,106,15,2025-06-09,Bangalore,398,150,20,UPI,Delivered,27,234.87,48
2749,420,13,2025-05-13,Bangalore,728,100,30,Card,Delivered,25,273.51,117
2750,449,30,2025-05-04,Chennai,957,150,20,UPI,Delivered,19,458.17,59
2751,242,6,2025-02-14,Chennai,595,50,40,Wallet,Delivered,27,245.36,82
2752,452,24,2025-04-11,Pune,1513,50,20,UPI,Delivered,29,544.3,47
2753,414,1,2025-08-19,Mumbai,829,50,50,UPI,Delivered,18,417.95,134
2754,209,36,2025-06-05,Hyderabad,938,150,40,Cash,Cancelled,41,502.16,130
2755,222,20,2025-06-16,Bangalore,686,200,40,UPI,Delivered,53,341.46,58
2756,209,18,2025-06-24,Hyderabad,1457,150,30,UPI,Cancelled,34,759.26,119
2757,470,2,2025-08-03,Mumbai,1702,0,20,Wallet,Cancelled,59,857.75,42
2758,31,47,2025-09-27,Bangalore,1743,200,30,Card,Delivered,23,958.68,55
2759,208,27,2025-09-15,Pune,1296,20,30,Card,Delivered,55,716.22,85
2760,476,11,2025-11-29,Hyderabad,1506,100,50,Wallet,Delivered,16,726.3,120
2761,139,46,2025-02-14,Pune,1216,150,20,UPI,Delivered,51,495.64,124
2762,410,41,2025-06-30,Chennai,1498,200,50,Card,Delivered,50,759.22,46
2763,361,10,2025-01-16,Chennai,612,20,20,Wallet,Delivered,50,266.16,103
2764,377,13,2025-10-12,Delhi,463,50,50,UPI,Delivered,54,202.52,77
2765,172,3,2025-06-19,Delhi,581,200,20,Card,Cancelled,16,320.42,45
2766,148,12,2025-04-04,Mumbai,1331,0,40,UPI,Cancelled,37,747.76,101
2767,135,45,2025-11-07,Delhi,1123,100,40,UPI,Delivered,31,637.48,121
2768,258,33,2025-06-19,Bangalore,1692,150,50,Wallet,Delivered,28,607.12,89
2769,169,28,2025-03-10,Delhi,1484,50,30,Wallet,Cancelled,39,648.36,129
2770,467,16,2025-02-07,Mumbai,1456,150,30,Wallet,Delivered,41,745.16,57
2771,432,6,2025-02-20,Mumbai,1411,0,30,Wallet,Delivered,32,663.87,115
2772,142,6,2025-10-23,Delhi,1562,100,20,Card,Delivered,28,675.28,137
2773,370,34,2025-10-28,Bangalore,1695,50,40,Card,Delivered,60,834.59,79
2774,38,49,2025-03-04,Delhi,1406,200,40,Wallet,Delivered,38,574.13,96
2775,66,38,2025-07-03,Bangalore,1348,20,20,Wallet,Cancelled,28,687.35,144
2776,289,15,2025-03-06,Bangalore,878,200,50,Wallet,Delivered,50,363.46,105
2777,389,41,2025-09-28,Delhi,1258,100,50,Cash,Cancelled,59,648.13,115
2778,457,50,2025-12-06,Pune,541,50,30,Card,Delivered,60,261.91,40
2779,390,34,2025-04-22,Mumbai,1764,0,30,Card,Delivered,28,635.8,105
2780,264,35,2025-06-02,Hyderabad,902,100,50,Wallet,Cancelled,55,427.37,42
2781,313,21,2025-10-10,Bangalore,1017,50,30,Wallet,Delivered,32,502.02,146
2782,295,10,2025-02-10,Mumbai,1172,50,30,Cash,Delivered,20,684.93,81
2783,460,46,2025-06-18,Pune,905,200,30,Wallet,Delivered,49,477.06,75
2784,45,46,2025-11-22,Hyderabad,1604,0,40,Wallet,Delivered,42,739.35,137
