customer_id,customer_name,signup_date,city,acquisition_channel,gender,age
461,Customer_461,2024-06-07,Bangalore,Google Ads,Male,27
462,Customer_462,2024-11-07,Chennai,Organic,Male,47
463,Customer_463,2024-11-19,Hyderabad,Referral,Female,25
464,Customer_464,2024-03-01,Delhi,Referral,Male,22
465,Customer_465,2024-02-08,Bangalore,Organic,Female,28
466,Customer_466,2024-01-03,Delhi,Organic,Male,38
467,Customer_467,2024-02-06,Delhi,Referral,Male,24
468,Customer_468,2024-04-20,Pune,Facebook,Female,43
469,Customer_469,2024-08-25,Chennai,Referral,Male,23
470,Customer_470,2024-05-31,Hyderabad,Google Ads,Male,36
471,Customer_471,2024-02-08,Bangalore,Organic,Female,42
472,Customer_472,2024-12-20,Mumbai,Google Ads,Female,36
473,Customer_473,2024-07-09,Mumbai,Facebook,Female,55
474,Customer_474,2024-04-15,Mumbai,Google Ads,Female,34
475,Customer_475,2024-07-16,Delhi,Instagram,Male,43
476,Customer_476,2024-07-09,Pune,Facebook,Female,34
477,Customer_477,2024-07-22,Chennai,Google Ads,Male,25
478,Customer_478,2024-07-17,Hyderabad,Google Ads,Male,28
479,Customer_479,2024-09-01,Delhi,Facebook,Male,48
480,Customer_480,2024-06-23,Delhi,Referral,Female,32
481,Customer_481,2024-08-17,Delhi,Referral,Male,35
482,Customer_482,2024-11-11,Hyderabad,Facebook,Male,51
483,Customer_483,2024-10-31,Bangalore,Organic,Male,32
484,Customer_484,2024-04-27,Pune,Referral,Male,48
485,Customer_485,2024-01-07,Chennai,Facebook,Female,58
486,Customer_486,2024-06-16,Bangalore,Instagram,Male,39
487,Customer_487,2024-06-30,Bangalore,Instagram,Male,44
488,Customer_488,2024-05-11,Pune,Instagram,Female,31
489,Customer_489,2024-09-11,Hyderabad,Facebook,Female,57
490,Customer_490,2024-12-21,Bangalore,Google Ads,Female,25
491,Customer_491,2024-02-26,Mumbai,Referral,Female,28
492,Customer_492,2024-11-26,Bangalore,Facebook,Male,58
493,Customer_493,2024-08-30,Chennai,Organic,Male,58
494,Customer_494,2024-04-21,Chennai,Referral,Female,40
495,Customer_495,2024-01-15,Bangalore,Referral,Male,60
496,Customer_496,2024-06-01,Bangalore,Facebook,Female,44
497,Customer_497,2024-12-30,Bangalore,Referral,Male,33
498,Customer_498,2024-05-18,Pune,Organic,Male,38
499,Customer_499,2024-09-28,Hyderabad,Organic,Female,34
500,Customer_500,2024-11-06,Hyderabad,Organic,Male,59
