customer_id,customer_name,signup_date,city,acquisition_channel,gender,age
453,Customer_453,2024-05-27,Chennai,Google Ads,Male,60
454,Customer_454,2023-12-07,Hyderabad,Referral,Female,58
455,Customer_455,2024-04-22,Ahmedabad,Google Ads,Female,42
456,Customer_456,2024-06-13,Ahmedabad,Google Ads,Female,60
457,Customer_457,2023-05-03,Ahmedabad,Instagram,Female,38
458,Customer_458,2024-05-17,Pune,Google Ads,Male,65
459,Customer_459,2024-01-17,Pune,Influencer,Female,59
460,Customer_460,2024-06-25,Delhi,Referral,Female,49
461,Customer_461,2023-03-02,Ahmedabad,Google Ads,Male,22
462,Customer_462,2024-02-06,Mumbai,Organic,Female,51
463,Customer_463,2024-04-11,Bengaluru,Google Ads,Female,51
464,Customer_464,2023-07-24,Kolkata,Instagram,Male,30
465,Customer_465,2023-05-23,Hyderabad,Organic,Male,46
466,Customer_466,2023-06-24,Mumbai,Instagram,Male,38
467,Customer_467,2024-04-12,Pune,Organic,Male,48
468,Customer_468,2024-05-18,Ahmedabad,Google Ads,Female,62
469,Customer_469,2023-11-06,Pune,Google Ads,Male,19
470,Customer_470,2023-04-24,Kolkata,Instagram,Male,57
471,Customer_471,2023-08-07,Delhi,Organic,Male,48
472,Customer_472,2023-10-15,Pune,Facebook,Female,31
473,Customer_473,2023-11-24,Bengaluru,Organic,Male,49
474,Customer_474,2024-10-12,Ahmedabad,Organic,Female,48
475,Customer_475,2024-12-14,Chennai,Google Ads,Female,47
476,Customer_476,2023-07-20,Mumbai,Organic,Male,35
477,Customer_477,2024-01-15,Mumbai,Influencer,Female,48
478,Customer_478,2023-04-28,Delhi,Organic,Female,35
479,Customer_479,2023-09-15,Hyderabad,Organic,Male,54
480,Customer_480,2024-03-01,Chennai,Organic,Male,37
481,Customer_481,2023-07-30,Bengaluru,Influencer,Male,30
482,Customer_482,2023-12-11,Bengaluru,Referral,Male,50
483,Customer_483,2023-04-14,Chennai,Instagram,Female,48
484,Customer_484,2023-10-17,Chennai,Organic,Female,52
485,Customer_485,2024-01-27,Kolkata,Organic,Female,22
486,Customer_486,2023-05-20,Pune,Instagram,Male,19
487,Customer_487,2024-12-27,Chennai,Instagram,Female,41
488,Customer_488,2023-03-13,Bengaluru,Referral,Female,29
489,Customer_489,2024-02-08,Pune,Google Ads,Female,65
490,Customer_490,2024-09-18,Hyderabad,Organic,Male,21
491,Customer_491,2024-12-30,Pune,Organic,Female,40
492,Customer_492,2024-08-17,Chennai,Google Ads,Female,40
493,Customer_493,2023-04-06,Delhi,Organic,Male,46
494,Customer_494,2023-03-11,Chennai,Referral,Female,41
495,Customer_495,2023-12-03,Ahmedabad,Facebook,Male,31
496,Customer_496,2023-10-01,Delhi,Organic,Male,27
497,Customer_497,2024-02-14,Pune,Organic,Male,51
498,Customer_498,2024-08-25,Mumbai,Organic,Female,31
499,Customer_499,2023-01-01,Pune,Referral,Male,62
500,Customer_500,2024-03-10,Bengaluru,Referral,Male,27
501,Customer_501,2024-03-27,Pune,Google Ads,Female,37
502,Customer_502,2024-07-26,Delhi,Facebook,Female,49
503,Customer_503,2023-10-03,Chennai,Instagram,Male,56
504,Customer_504,2024-08-01,Pune,Referral,Female,57
505,Customer_505,2024-10-12,Delhi,Facebook,Male,56
506,Customer_506,2024-07-07,Bengaluru,Google Ads,Male,63
507,Customer_507,2024-02-21,Bengaluru,Instagram,Female,31
508,Customer_508,2023-01-12,Delhi,Google Ads,Male,44
509,Customer_509,2024-06-06,Hyderabad,Google Ads,Female,21
510,Customer_510,2023-12-02,Bengaluru,Influencer,Male,65
511,Customer_511,2024-11-08,Ahmedabad,Google Ads,Male,39
512,Customer_512,2023-09-02,Mumbai,Facebook,Female,38
513,Customer_513,2024-12-08,Delhi,Google Ads,Female,30
514,Customer_514,2023-01-28,Hyderabad,Instagram,Female,28
515,Customer_515,2024-04-02,Ahmedabad,Organic,Female,35
516,Customer_516,2023-10-12,Pune,Organic,Female,32
517,Customer_517,2024-03-07,Hyderabad,Organic,Male,20
518,Customer_518,2023-10-24,Bengaluru,Google Ads,Female,23
519,Customer_519,2023-10-10,Mumbai,Organic,Male,38
520,Customer_520,2023-06-03,Bengaluru,Google Ads,Female,48
521,Customer_521,2024-02-13,Ahmedabad,Facebook,Female,60
522,Customer_522,2023-06-07,Kolkata,Organic,Male,51
523,Customer_523,2024-06-04,Pune,Google Ads,Male,51
524,Customer_524,2023-08-13,Mumbai,Instagram,Male,46
525,Customer_525,2024-05-02,Hyderabad,Instagram,Male,23
526,Customer_526,2024-04-04,Pune,Google Ads,Female,21
527,Customer_527,2023-05-03,Kolkata,Instagram,Female,42
528,Customer_528,2023-11-08,Chennai,Referral,Female,50
529,Customer_529,2023-09-04,Ahmedabad,Google Ads,Male,47
530,Customer_530,2024-04-10,Kolkata,Facebook,Male,36
531,Customer_531,2023-05-09,Delhi,Google Ads,Female,62
532,Customer_532,2024-01-23,Hyderabad,Organic,Male,46
533,Customer_533,2023-12-09,Chennai,Facebook,Female,24
534,Customer_534,2023-12-04,Chennai,Google Ads,Male,31
535,Customer_535,2024-10-10,Delhi,Google Ads,Male,45
536,Customer_536,2024-11-16,Kolkata,Instagram,Male,18
537,Customer_537,2023-11-09,Chennai,Google Ads,Male,25
538,Customer_538,2024-06-02,Delhi,Organic,Female,52
539,Customer_539,2023-07-08,Hyderabad,Google Ads,Male,60
540,Customer_540,2024-10-17,Chennai,Instagram,Female,31
541,Customer_541,2023-07-04,Bengaluru,Google Ads,Female,19
542,Customer_542,2024-04-23,Chennai,Organic,Male,59
543,Customer_543,2023-03-28,Ahmedabad,Organic,Female,40
544,Customer_544,2023-04-02,Mumbai,Referral,Female,61
545,Customer_545,2023-06-12,Pune,Google Ads,Female,64
546,Customer_546,2024-11-26,Kolkata,Google Ads,Female,37
547,Customer_547,2024-05-25,Mumbai,Facebook,Male,21
548,Customer_548,2023-03-29,Mumbai,Organic,Male,42
549,Customer_549,2024-02-03,Mumbai,Google Ads,Female,31
550,Customer_550,2024-03-04,Ahmedabad,Instagram,Female,45
551,Customer_551,2024-09-17,Ahmedabad,Organic,Female,55
552,Customer_552,2024-11-03,Ahmedabad,Facebook,Male,45
553,Customer_553,2023-10-06,Bengaluru,Instagram,Female,19
554,Customer_554,2024-09-25,Delhi,Referral,Female,54
555,Customer_555,2024-12-08,Ahmedabad,Organic,Female,28
556,Customer_556,2023-05-20,Chennai,Google Ads,Male,20
557,Customer_557,2023-09-17,Ahmedabad,Organic,Female,59
558,Customer_558,2024-07-15,Hyderabad,Google Ads,Male,44
559,Customer_559,2024-09-11,Pune,Referral,Male,37
560,Customer_560,2023-08-10,Ahmedabad,Influencer,Female,37
561,Customer_561,2023-01-15,Mumbai,Google Ads,Male,54
562,Customer_562,2024-03-09,Hyderabad,Google Ads,Male,52
563,Customer_563,2024-03-09,Pune,Organic,Male,62
564,Customer_564,2024-08-31,Hyderabad,Organic,Male,51
565,Customer_565,2024-04-05,Kolkata,Referral,Male,48
566,Customer_566,2023-12-12,Hyderabad,Organic,Female,62
567,Customer_567,2024-08-28,Bengaluru,Google Ads,Male,42
568,Customer_568,2024-12-18,Mumbai,Organic,Male,25
569,Customer_569,2024-11-08,Ahmedabad,Facebook,Male,46
570,Customer_570,2024-07-19,Ahmedabad,Organic,Female,54
571,Customer_571,2024-11-20,Mumbai,Google Ads,Female,62
572,Customer_572,2023-11-27,Mumbai,Organic,Female,19
573,Customer_573,2024-10-05,Chennai,Influencer,Female,23
574,Customer_574,2024-08-13,Ahmedabad,Google Ads,Male,35
575,Customer_575,2023-07-21,Chennai,Organic,Male,46
576,Customer_576,2023-06-09,Bengaluru,Google Ads,Male,56
577,Customer_577,2024-09-30,Pune,Google Ads,Male,63
578,Customer_578,2024-03-21,Mumbai,Organic,Male,34
579,Customer_579,2024-06-02,Bengaluru,Organic,Female,29
580,Customer_580,2023-10-19,Ahmedabad,Google Ads,Female,30
581,Customer_581,2023-02-08,Hyderabad,Google Ads,Male,62
582,Customer_582,2024-09-17,Ahmedabad,Referral,Female,41
583,Customer_583,2024-04-07,Chennai,Google Ads,Female,52
584,Customer_584,2023-03-26,Hyderabad,Instagram,Male,50
585,Customer_585,2023-04-13,Hyderabad,Organic,Male,26
586,Customer_586,2023-02-02,Delhi,Organic,Female,35
587,Customer_587,2024-05-26,Ahmedabad,Organic,Male,49
588,Customer_588,2024-03-14,Mumbai,Referral,Female,59
589,Customer_589,2023-06-26,Hyderabad,Instagram,Female,33
590,Customer_590,2023-07-26,Bengaluru,Google Ads,Male,34
591,Customer_591,2023-11-16,Delhi,Organic,Female,19
592,Customer_592,2023-02-02,Bengaluru,Referral,Male,29
593,Customer_593,2024-10-03,Hyderabad,Instagram,Female,45
594,Customer_594,2023-04-28,Mumbai,Referral,Female,39
595,Customer_595,2024-08-01,Delhi,Facebook,Male,39
596,Customer_596,2023-01-22,Ahmedabad,Instagram,Male,23
597,Customer_597,2023-09-15,Kolkata,Google Ads,Female,22
598,Customer_598,2023-05-12,Kolkata,Google Ads,Male,34
599,Customer_599,2024-08-10,Bengaluru,Organic,Male,25
600,Customer_600,2023-10-05,Kolkata,Instagram,Male,20
601,Customer_601,2023-08-01,Mumbai,Facebook,Female,59
602,Customer_602,2024-06-02,Delhi,Instagram,Female,24
603,Customer_603,2024-01-20,Delhi,Organic,Male,52
604,Customer_604,2023-12-03,Bengaluru,Organic,Male,28
605,Customer_605,2024-08-05,Chennai,Facebook,Male,36
606,Customer_606,2023-11-05,Mumbai,Influencer,Female,33
607,Customer_607,2023-05-04,Delhi,Google Ads,Female,64
608,Customer_608,2024-04-28,Mumbai,Organic,Male,63
609,Customer_609,2023-12-07,Ahmedabad,Facebook,Female,25
610,Customer_610,2024-09-18,Pune,Organic,Female,41
611,Customer_611,2023-05-27,Bengaluru,Referral,Male,23
612,Customer_612,2023-04-26,Kolkata,Google Ads,Male,53
613,Customer_613,2024-10-10,Pune,Organic,Male,63
614,Customer_614,2023-11-25,Kolkata,Google Ads,Male,45
615,Customer_615,2023-04-24,Bengaluru,Referral,Male,64
616,Customer_616,2023-04-29,Kolkata,Instagram,Female,40
617,Customer_617,2023-12-23,Chennai,Instagram,Female,49
618,Customer_618,2023-02-25,Delhi,Organic,Male,57
619,Customer_619,2024-07-02,Delhi,Facebook,Female,32
620,Customer_620,2024-10-15,Chennai,Referral,Male,58
621,Customer_621,2023-04-15,Hyderabad,Google Ads,Male,34
622,Customer_622,2024-05-05,Chennai,Instagram,Male,20
623,Customer_623,2023-10-27,Hyderabad,Facebook,Female,64
624,Customer_624,2024-08-27,Bengaluru,Influencer,Male,40
625,Customer_625,2024-11-22,Delhi,Google Ads,Male,22
626,Customer_626,2024-08-02,Bengaluru,Referral,Female,38
627,Customer_627,2023-05-28,Hyderabad,Organic,Female,43
628,Customer_628,2024-06-23,Chennai,Organic,Male,37
629,Customer_629,2023-02-03,Ahmedabad,Google Ads,Male,41
630,Customer_630,2023-05-10,Chennai,Instagram,Female,19
631,Customer_631,2023-12-10,Delhi,Organic,Female,42
632,Customer_632,2023-05-30,Hyderabad,Organic,Male,19
633,Customer_633,2024-07-20,Ahmedabad,Google Ads,Male,20
634,Customer_634,2024-05-25,Hyderabad,Facebook,Male,63
635,Customer_635,2024-10-22,Bengaluru,Google Ads,Male,49
636,Customer_636,2024-09-11,Bengaluru,Organic,Female,26
637,Customer_637,2024-05-05,Bengaluru,Facebook,Male,26
638,Customer_638,2023-11-06,Pune,Referral,Female,54
639,Customer_639,2023-02-27,Chennai,Google Ads,Male,59
640,Customer_640,2023-04-01,Delhi,Organic,Male,18
641,Customer_641,2024-12-07,Mumbai,Google Ads,Female,20
642,Customer_642,2024-10-08,Bengaluru,Google Ads,Female,58
643,Customer_643,2023-07-31,Kolkata,Organic,Female,43
644,Customer_644,2023-05-01,Delhi,Organic,Female,56
645,Customer_645,2024-01-24,Pune,Referral,Female,60
646,Customer_646,2024-11-19,Ahmedabad,Instagram,Female,58
647,Customer_647,2023-04-12,Ahmedabad,Instagram,Female,36
648,Customer_648,2023-09-07,Mumbai,Organic,Male,49
649,Customer_649,2024-04-24,Mumbai,Facebook,Female,49
650,Customer_650,2023-11-28,Pune,Influencer,Male,56
651,Customer_651,2023-03-01,Hyderabad,Referral,Male,20
652,Customer_652,2023-08-08,Chennai,Google Ads,Male,39
653,Customer_653,2023-06-04,Ahmedabad,Influencer,Male,49
654,Customer_654,2024-04-24,Ahmedabad,Organic,Female,35
655,Customer_655,2023-01-18,Pune,Organic,Male,50
656,Customer_656,2023-04-16,Pune,Instagram,Female,62
657,Customer_657,2023-03-19,Hyderabad,Organic,Female,64
658,Customer_658,2023-02-06,Ahmedabad,Google Ads,Male,27
659,Customer_659,2024-07-21,Hyderabad,Google Ads,Female,45
660,Customer_660,2024-10-05,Hyderabad,Organic,Female,33
661,Customer_661,2023-10-22,Pune,Organic,Male,60
662,Customer_662,2024-02-26,Pune,Facebook,Female,26
663,Customer_663,2023-04-23,Delhi,Organic,Male,45
664,Customer_664,2024-10-24,Bengaluru,Google Ads,Female,39
665,Customer_665,2023-01-07,Pune,Facebook,Female,39
666,Customer_666,2023-04-02,Ahmedabad,Organic,Male,59
667,Customer_667,2024-10-10,Kolkata,Instagram,Female,40
668,Customer_668,2023-07-18,Kolkata,Google Ads,Male,30
669,Customer_669,2024-05-01,Kolkata,Google Ads,Male,36
670,Customer_670,2023-05-17,Ahmedabad,Google Ads,Female,43
671,Customer_671,2023-02-13,Delhi,Facebook,Female,55
672,Customer_672,2024-03-01,Hyderabad,Referral,Male,31
673,Customer_673,2024-05-18,Mumbai,Facebook,Female,61
674,Customer_674,2023-03-19,Delhi,Organic,Female,58
675,Customer_675,2024-05-12,Bengaluru,Referral,Female,28
676,Customer_676,2023-09-21,Bengaluru,Google Ads,Female,49
677,Customer_677,2024-06-25,Pune,Google Ads,Male,65
678,Customer_678,2024-11-21,Mumbai,Facebook,Female,30
679,Customer_679,2024-09-11,Pune,Instagram,Male,63
680,Customer_680,2023-07-04,Mumbai,Referral,Male,24
681,Customer_681,2023-02-23,Pune,Organic,Male,46
682,Customer_682,2024-08-19,Hyderabad,Facebook,Female,49
683,Customer_683,2023-12-24,Mumbai,Organic,Female,28
684,Customer_684,2023-04-03,Chennai,Referral,Female,24
685,Customer_685,2023-08-28,Chennai,Referral,Male,62
686,Customer_686,2024-12-16,Pune,Facebook,Female,39
687,Customer_687,2023-09-20,Kolkata,Organic,Male,41
688,Customer_688,2023-11-29,Chennai,Instagram,Female,50
689,Customer_689,2024-03-03,Chennai,Instagram,Male,32
690,Customer_690,2024-10-11,Kolkata,Organic,Male,39
691,Customer_691,2024-06-20,Kolkata,Facebook,Female,64
692,Customer_692,2024-08-29,Pune,Facebook,Female,22
693,Customer_693,2023-07-29,Pune,Organic,Female,54
694,Customer_694,2023-09-12,Kolkata,Facebook,Female,32
695,Customer_695,2024-02-15,Ahmedabad,Facebook,Male,21
696,Customer_696,2024-03-10,Chennai,Organic,Male,59
697,Customer_697,2023-12-27,Kolkata,Google Ads,Female,27
698,Customer_698,2024-02-04,Bengaluru,Instagram,Male,26
699,Customer_699,2023-02-01,Kolkata,Instagram,Male,57
700,Customer_700,2024-05-04,Bengaluru,Facebook,Male,19
701,Customer_701,2023-01-14,Pune,Instagram,Female,54
702,Customer_702,2023-01-28,Hyderabad,Google Ads,Male,34
703,Customer_703,2023-06-09,Delhi,Organic,Male,36
704,Customer_704,2023-04-01,Hyderabad,Instagram,Female,21
705,Customer_705,2023-11-29,Ahmedabad,Facebook,Female,36
706,Customer_706,2024-11-15,Kolkata,Organic,Male,55
707,Customer_707,2024-01-31,Chennai,Google Ads,Male,24
708,Customer_708,2024-06-18,Chennai,Google Ads,Male,35
709,Customer_709,2023-11-26,Delhi,Referral,Male,39
710,Customer_710,2023-11-07,Chennai,Organic,Male,23
711,Customer_711,2023-04-10,Ahmedabad,Instagram,Female,18
712,Customer_712,2024-01-14,Pune,Organic,Male,18
713,Customer_713,2023-10-16,Mumbai,Instagram,Female,44
714,Customer_714,2024-06-30,Ahmedabad,Influencer,Male,22
715,Customer_715,2023-05-05,Mumbai,Google Ads,Female,48
716,Customer_716,2024-06-30,Ahmedabad,Instagram,Female,50
717,Customer_717,2024-01-20,Chennai,Organic,Female,48
718,Customer_718,2023-04-26,Kolkata,Influencer,Female,23
719,Customer_719,2024-10-16,Kolkata,Referral,Female,56
720,Customer_720,2024-03-15,Hyderabad,Organic,Female,35
721,Customer_721,2024-06-10,Bengaluru,Instagram,Female,23
722,Customer_722,2023-02-11,Hyderabad,Facebook,Female,44
723,Customer_723,2023-11-30,Kolkata,Referral,Female,61
724,Customer_724,2024-12-12,Kolkata,Organic,Female,49
725,Customer_725,2023-07-23,Chennai,Google Ads,Male,27
726,Customer_726,2024-04-17,Pune,Organic,Male,28
727,Customer_727,2024-09-21,Kolkata,Referral,Female,47
728,Customer_728,2024-02-20,Kolkata,Organic,Male,63
729,Customer_729,2024-11-01,Bengaluru,Referral,Female,50
730,Customer_730,2024-02-25,Bengaluru,Influencer,Male,35
731,Customer_731,2023-03-07,Pune,Facebook,Female,35
732,Customer_732,2023-09-07,Hyderabad,Organic,Female,21
733,Customer_733,2024-02-24,Delhi,Organic,Male,57
734,Customer_734,2023-02-06,Delhi,Facebook,Male,49
735,Customer_735,2023-03-27,Mumbai,Google Ads,Female,32
736,Customer_736,2024-11-06,Mumbai,Referral,Female,58
737,Customer_737,2024-10-04,Kolkata,Google Ads,Male,59
738,Customer_738,2024-02-01,Chennai,Organic,Female,20
739,Customer_739,2024-01-11,Ahmedabad,Referral,Female,35
740,Customer_740,2023-01-21,Bengaluru,Influencer,Female,18
741,Customer_741,2024-05-22,Delhi,Instagram,Male,54
742,Customer_742,2023-05-28,Delhi,Instagram,Male,31
743,Customer_743,2023-03-14,Ahmedabad,Referral,Male,64
744,Customer_744,2023-12-31,Ahmedabad,Referral,Female,59
745,Customer_745,2024-05-11,Bengaluru,Instagram,Female,53
746,Customer_746,2023-07-23,Bengaluru,Organic,Female,18
747,Customer_747,2024-09-17,Delhi,Organic,Male,31
748,Customer_748,2023-01-27,Chennai,Organic,Female,37
749,Customer_749,2023-03-09,Ahmedabad,Instagram,Male,40
750,Customer_750,2024-10-01,Mumbai,Google Ads,Female,44
751,Customer_751,2023-08-03,Bengaluru,Organic,Male,46
752,Customer_752,2024-11-19,Ahmedabad,Instagram,Female,29
753,Customer_753,2024-05-09,Hyderabad,Organic,Female,48
754,Customer_754,2024-12-12,Chennai,Organic,Female,24
755,Customer_755,2023-06-23,Mumbai,Instagram,Female,64
756,Customer_756,2024-05-16,Hyderabad,Google Ads,Female,32
757,Customer_757,2024-02-01,Mumbai,Organic,Female,24
758,Customer_758,2023-12-16,Pune,Organic,Female,19
759,Customer_759,2024-07-02,Hyderabad,Instagram,Male,65
760,Customer_760,2023-06-28,Mumbai,Organic,Female,38
761,Customer_761,2024-03-06,Pune,Influencer,Female,34
762,Customer_762,2023-08-14,Chennai,Google Ads,Female,33
763,Customer_763,2023-04-07,Mumbai,Organic,Female,59
764,Customer_764,2023-04-22,Mumbai,Instagram,Male,28
765,Customer_765,2024-12-05,Bengaluru,Facebook,Female,38
766,Customer_766,2024-02-10,Pune,Organic,Male,63
767,Customer_767,2024-06-27,Mumbai,Organic,Male,50
768,Customer_768,2023-08-13,Ahmedabad,Google Ads,Female,21
769,Customer_769,2023-03-26,Mumbai,Organic,Male,26
770,Customer_770,2023-06-21,Chennai,Instagram,Male,47
771,Customer_771,2024-11-04,Delhi,Organic,Female,59
772,Customer_772,2023-11-28,Mumbai,Organic,Male,30
773,Customer_773,2023-12-17,Hyderabad,Facebook,Female,38
774,Customer_774,2024-11-28,Chennai,Google Ads,Male,52
775,Customer_775,2023-11-10,Pune,Organic,Male,52
776,Customer_776,2024-10-02,Delhi,Instagram,Male,50
777,Customer_777,2023-11-14,Bengaluru,Referral,Female,37
778,Customer_778,2023-03-14,Delhi,Referral,Male,46
779,Customer_779,2024-03-14,Pune,Instagram,Female,34
780,Customer_780,2024-02-07,Hyderabad,Organic,Female,23
781,Customer_781,2024-05-06,Chennai,Organic,Female,23
782,Customer_782,2024-09-23,Chennai,Google Ads,Female,41
783,Customer_783,2023-10-12,Mumbai,Google Ads,Male,63
784,Customer_784,2024-05-22,Delhi,Google Ads,Male,42
785,Customer_785,2023-04-08,Ahmedabad,Referral,Male,25
786,Customer_786,2023-12-12,Hyderabad,Instagram,Female,19
787,Customer_787,2023-06-22,Bengaluru,Referral,Male,24
788,Customer_788,2023-03-07,Bengaluru,Influencer,Female,34
789,Customer_789,2024-09-29,Chennai,Facebook,Female,24
790,Customer_790,2024-07-05,Bengaluru,Google Ads,Female,31
791,Customer_791,2023-08-15,Hyderabad,Referral,Female,57
792,Customer_792,2023-09-17,Delhi,Organic,Female,34
793,Customer_793,2023-09-17,Kolkata,Google Ads,Male,49
794,Customer_794,2023-01-05,Pune,Organic,Female,27
795,Customer_795,2023-01-01,Bengaluru,Organic,Male,37
796,Customer_796,2023-04-14,Mumbai,Referral,Male,58
797,Customer_797,2023-12-20,Hyderabad,Organic,Female,51
798,Customer_798,2023-09-01,Mumbai,Referral,Female,59
799,Customer_799,2023-09-13,Delhi,Influencer,Female,53
800,Customer_800,2024-04-09,Kolkata,Facebook,Male,48
801,Customer_801,2024-02-14,Bengaluru,Organic,Female,28
802,Customer_802,2023-01-24,Ahmedabad,Referral,Female,25
803,Customer_803,2024-11-12,Kolkata,Google Ads,Female,26
804,Customer_804,2024-06-03,Pune,Influencer,Female,43
805,Customer_805,2024-11-25,Kolkata,Instagram,Female,42
806,Customer_806,2023-08-27,Chennai,Referral,Female,50
807,Customer_807,2024-07-27,Bengaluru,Organic,Male,54
808,Customer_808,2023-08-14,Pune,Facebook,Male,59
809,Customer_809,2024-07-06,Kolkata,Organic,Female,37
810,Customer_810,2023-10-19,Kolkata,Organic,Male,30
811,Customer_811,2023-06-28,Chennai,Facebook,Male,33
812,Customer_812,2023-02-22,Chennai,Instagram,Female,25
813,Customer_813,2024-05-22,Delhi,Influencer,Female,49
814,Customer_814,2024-10-26,Mumbai,Organic,Female,25
815,Customer_815,2023-01-29,Bengaluru,Instagram,Male,42
816,Customer_816,2023-06-24,Ahmedabad,Organic,Male,20
817,Customer_817,2024-12-18,Chennai,Google Ads,Male,65
818,Customer_818,2024-12-19,Kolkata,Google Ads,Female,23
819,Customer_819,2023-11-17,Pune,Facebook,Male,65
820,Customer_820,2024-10-21,Kolkata,Facebook,Male,39
821,Customer_821,2023-11-13,Mumbai,Google Ads,Male,51
822,Customer_822,2024-06-28,Kolkata,Organic,Male,60
823,Customer_823,2023-11-18,Chennai,Google Ads,Female,64
824,Customer_824,2023-04-11,Mumbai,Instagram,Female,43
825,Customer_825,2023-06-05,Mumbai,Referral,Male,28
826,Customer_826,2023-05-12,Pune,Influencer,Female,23
827,Customer_827,2023-01-25,Mumbai,Google Ads,Male,38
828,Customer_828,2024-08-08,Chennai,Referral,Male,61
829,Customer_829,2023-11-18,Chennai,Instagram,Female,44
830,Customer_830,2024-11-12,Pune,Organic,Male,29
831,Customer_831,2023-09-15,Delhi,Referral,Male,22
832,Customer_832,2024-07-23,Chennai,Facebook,Female,42
833,Customer_833,2024-10-31,Chennai,Organic,Male,39
834,Customer_834,2024-06-15,Bengaluru,Facebook,Male,57
835,Customer_835,2023-01-06,Kolkata,Organic,Female,60
836,Customer_836,2024-05-19,Bengaluru,Organic,Male,57
837,Customer_837,2024-12-25,Chennai,Organic,Female,34
838,Customer_838,2024-08-31,Delhi,Organic,Female,40
839,Customer_839,2024-01-15,Kolkata,Organic,Female,31
840,Customer_840,2023-07-20,Ahmedabad,Organic,Male,45
841,Customer_841,2023-02-26,Mumbai,Instagram,Male,28
842,Customer_842,2023-12-14,Delhi,Google Ads,Female,25
843,Customer_843,2023-11-25,Delhi,Organic,Male,50
844,Customer_844,2024-03-11,Chennai,Instagram,Female,28
845,Customer_845,2024-07-19,Chennai,Organic,Female,32
846,Customer_846,2023-09-11,Delhi,Google Ads,Male,59
847,Customer_847,2023-01-13,Mumbai,Organic,Male,64
848,Customer_848,2023-02-05,Hyderabad,Instagram,Female,53
849,Customer_849,2023-03-24,Pune,Organic,Female,21
850,Customer_850,2024-12-13,Chennai,Organic,Male,30
851,Customer_851,2024-04-24,Ahmedabad,Google Ads,Female,33
852,Customer_852,2024-08-27,Mumbai,Facebook,Female,22
853,Customer_853,2023-01-25,Hyderabad,Instagram,Female,25
854,Customer_854,2023-12-09,Chennai,Instagram,Female,51
855,Customer_855,2024-12-31,Delhi,Referral,Male,37
856,Customer_856,2023-01-13,Kolkata,Organic,Female,27
857,Customer_857,2023-12-23,Mumbai,Organic,Female,63
858,Customer_858,2024-07-06,Kolkata,Organic,Male,32
859,Customer_859,2024-05-19,Chennai,Facebook,Female,39
860,Customer_860,2023-08-08,Bengaluru,Organic,Male,30
861,Customer_861,2023-10-21,Bengaluru,Google Ads,Male,22
862,Customer_862,2023-08-11,Kolkata,Referral,Male,36
863,Customer_863,2024-09-13,Delhi,Organic,Female,19
864,Customer_864,2023-07-14,Hyderabad,Instagram,Female,46
865,Customer_865,2024-02-07,Delhi,Organic,Female,41
866,Customer_866,2024-01-04,Ahmedabad,Google Ads,Female,18
867,Customer_867,2023-06-02,Pune,Instagram,Male,35
868,Customer_868,2023-03-30,Delhi,Organic,Female,50
869,Customer_869,2023-08-09,Chennai,Influencer,Female,51
870,Customer_870,2023-07-12,Chennai,Referral,Male,37
871,Customer_871,2023-04-08,Pune,Facebook,Female,50
872,Customer_872,2023-07-08,Ahmedabad,Google Ads,Male,41
873,Customer_873,2024-01-03,Chennai,Organic,Male,46
874,Customer_874,2023-07-30,Ahmedabad,Referral,Female,19
875,Customer_875,2024-11-18,Hyderabad,Organic,Male,56
876,Customer_876,2023-10-27,Chennai,Referral,Female,35
877,Customer_877,2023-04-10,Bengaluru,Organic,Female,36
878,Customer_878,2023-03-13,Pune,Facebook,Female,18
879,Customer_879,2023-05-05,Ahmedabad,Instagram,Female,24
880,Customer_880,2024-04-10,Kolkata,Google Ads,Male,23
881,Customer_881,2023-09-25,Chennai,Instagram,Male,39
882,Customer_882,2024-01-01,Mumbai,Instagram,Female,57
883,Customer_883,2023-09-23,Bengaluru,Google Ads,Male,65
884,Customer_884,2024-04-18,Hyderabad,Facebook,Male,55
885,Customer_885,2024-03-20,Chennai,Instagram,Male,52
886,Customer_886,2023-11-26,Ahmedabad,Influencer,Female,51
887,Customer_887,2023-10-29,Ahmedabad,Instagram,Male,45
888,Customer_888,2023-12-07,Chennai,Organic,Male,34
889,Customer_889,2023-12-07,Bengaluru,Google Ads,Female,42
890,Customer_890,2023-03-03,Chennai,Referral,Female,34
891,Customer_891,2023-07-02,Ahmedabad,Influencer,Female,25
892,Customer_892,2023-12-25,Bengaluru,Instagram,Female,62
893,Customer_893,2023-10-04,Ahmedabad,Influencer,Female,47
894,Customer_894,2024-06-23,Pune,Instagram,Male,27
895,Customer_895,2023-06-04,Kolkata,Instagram,Female,25
896,Customer_896,2024-11-09,Delhi,Google Ads,Female,48
897,Customer_897,2023-06-23,Delhi,Google Ads,Male,60
898,Customer_898,2024-12-29,Delhi,Referral,Female,40
899,Customer_899,2023-08-21,Chennai,Organic,Male,63
900,Customer_900,2024-01-01,Pune,Instagram,Male,29
901,Customer_901,2023-05-15,Mumbai,Instagram,Female,49
902,Customer_902,2024-11-15,Ahmedabad,Instagram,Female,39
903,Customer_903,2024-02-20,Pune,Facebook,Female,47
904,Customer_904,2024-12-19,Mumbai,Organic,Female,45
905,Customer_905,2024-04-16,Mumbai,Organic,Female,51
906,Customer_906,2024-10-22,Ahmedabad,Referral,Male,26
